ID,condition,condition_code,acknowledge_purchase,postpurchase_support,interaction,age,gender,initial_confidence,initial_satisfaction,price_sensitivity,PAL1,PAL2,PAL3,PAL4,PAL,TRU1,TRU2,TRU3,TRU4,Trust,CLO1,CLO2,CLO3,CLO4,CLO5,Closure,CFT1,CFT2,CFT3,CFT4,Counterfactual,REG1,REG2,REG3,REG4,Regret,MAN1,MAN2,MAN3,MAN4,MAN5,ManipIntent,IRR1,IRR2,IRR3,IRR4,IRR5,Irritation,choice_reversal,behavior_choice,view_policy,hide_ad
S2-0203,Ack+Alternative,1,1,0,0,47,Male,6,6,3,5,5,5,6,5.25,4,4,5,3,4.0,3,2,3,3,3,2.8,5,4,5,5,4.75,5,4,5,4,4.5,5,4,6,5,6,5.2,4,5,4,4,4,4.2,0,Retain,0,0
S2-0204,Ack+Alternative,1,1,0,0,30,Male,4,5,3,5,5,5,6,5.25,4,3,4,3,3.5,3,4,3,2,3,3.0,5,4,5,5,4.75,4,4,5,4,4.25,5,6,6,6,4,5.4,5,5,4,6,4,4.8,1,Cancel,1,1
S2-0205,Ack+Alternative,1,1,0,0,18,Male,6,6,4,4,4,4,4,4.0,4,4,3,4,3.75,3,2,3,3,3,2.8,6,5,4,4,4.75,5,5,5,5,5.0,4,5,7,5,6,5.4,5,5,5,5,5,5.0,0,Retain,0,1
S2-0206,Ack+Alternative,1,1,0,0,26,Female,4,5,7,6,5,5,6,5.5,4,3,3,3,3.25,3,3,5,3,4,3.6,5,5,5,5,5.0,4,5,4,5,4.5,6,5,5,6,6,5.6,5,5,5,5,4,4.8,0,Retain,0,0
S2-0207,Ack+Alternative,1,1,0,0,34,Male,6,5,4,6,5,5,5,5.25,3,4,4,4,3.75,3,2,3,4,1,2.6,4,5,6,6,5.25,6,5,6,5,5.5,5,5,5,6,5,5.2,5,5,5,4,6,5.0,1,Exchange,0,1
S2-0208,NoAck+Support,2,0,1,0,32,Male,3,5,3,5,4,5,4,4.5,4,4,5,4,4.25,5,5,5,5,4,4.8,3,3,3,3,3.0,3,3,2,3,2.75,3,2,2,3,2,2.4,2,2,2,2,1,1.8,1,Cancel,0,0
S2-0209,NoAck+Support,2,0,1,0,35,Female,5,5,5,4,4,3,4,3.75,5,5,4,5,4.75,4,6,4,5,4,4.6,3,3,4,5,3.75,3,2,3,3,2.75,3,4,3,2,3,3.0,3,3,4,3,3,3.2,0,Retain,0,0
S2-0210,Ack+Alternative,1,1,0,0,27,Male,4,6,5,5,4,5,5,4.75,3,3,5,4,3.75,5,4,5,4,4,4.4,5,4,4,3,4.0,3,3,3,4,3.25,6,6,6,6,7,6.2,4,4,4,4,4,4.0,0,Retain,1,0
S2-0211,Ack+Alternative,1,1,0,0,42,Female,5,6,3,5,6,6,5,5.5,2,3,4,3,3.0,2,2,2,2,2,2.0,5,5,6,4,5.0,5,6,6,6,5.75,5,5,6,6,5,5.4,3,4,5,4,4,4.0,1,Exchange,0,1
S2-0212,NoAck+Support,2,0,1,0,34,Female,6,5,4,5,4,4,4,4.25,5,5,5,5,5.0,5,4,6,5,5,5.0,3,3,2,2,2.5,3,2,3,3,2.75,2,2,3,3,2,2.4,1,1,2,1,1,1.2,0,Retain,0,0
S2-0213,NoAck+Alternative,0,0,0,0,20,Male,7,6,5,4,5,3,4,4.0,2,4,4,4,3.5,4,4,4,4,4,4.0,5,4,4,4,4.25,4,4,4,4,4.0,5,5,5,4,5,4.8,4,5,4,4,5,4.4,1,Exchange,0,0
S2-0214,NoAck+Alternative,0,0,0,0,20,Female,5,6,4,4,4,4,3,3.75,4,3,3,4,3.5,1,2,1,2,2,1.6,6,6,6,6,6.0,4,5,5,4,4.5,4,5,4,3,4,4.0,4,6,5,5,5,5.0,0,Retain,0,1
S2-0215,NoAck+Support,2,0,1,0,22,Male,7,4,5,4,4,4,4,4.0,5,5,5,5,5.0,5,6,6,5,4,5.2,2,2,2,2,2.0,3,3,2,3,2.75,1,2,3,2,2,2.0,3,3,3,4,3,3.2,0,Retain,0,1
S2-0216,Ack+Alternative,1,1,0,0,26,Female,5,5,4,5,6,5,6,5.5,3,2,3,2,2.5,4,3,3,4,3,3.4,5,5,4,5,4.75,3,4,4,5,4.0,5,5,5,6,6,5.4,4,4,3,4,4,3.8,0,Retain,1,1
S2-0217,Ack+Alternative,1,1,0,0,33,Male,4,5,5,4,4,4,4,4.0,4,4,4,3,3.75,3,3,2,3,4,3.0,2,4,4,5,3.75,5,4,4,4,4.25,3,4,3,4,4,3.6,3,4,4,4,4,3.8,0,Retain,0,1
S2-0218,NoAck+Alternative,0,0,0,0,29,Male,4,6,7,4,3,3,4,3.5,3,3,3,4,3.25,4,2,3,4,3,3.2,5,6,5,7,5.75,5,6,5,5,5.25,5,4,4,5,3,4.2,5,3,5,4,5,4.4,1,Exchange,1,0
S2-0219,NoAck+Alternative,0,0,0,0,23,Male,4,5,2,3,3,3,3,3.0,3,2,3,3,2.75,3,3,4,2,4,3.2,4,5,4,5,4.5,5,5,5,4,4.75,4,4,5,4,5,4.4,4,4,4,4,3,3.8,0,Retain,0,0
S2-0220,Ack+Alternative,1,1,0,0,34,Male,5,7,4,5,7,5,6,5.75,3,4,4,5,4.0,4,3,2,3,3,3.0,5,6,5,5,5.25,4,5,5,4,4.5,6,6,5,6,7,6.0,3,4,4,5,4,4.0,0,Retain,0,0
S2-0221,Ack+Support,3,1,1,1,29,Male,5,5,7,6,6,6,6,6.0,6,6,5,6,5.75,6,6,6,6,6,6.0,1,2,3,3,2.25,2,1,2,2,1.75,2,2,2,1,2,1.8,2,2,3,2,2,2.2,0,Retain,0,0
S2-0222,NoAck+Support,2,0,1,0,21,Male,5,5,5,6,4,4,4,4.5,4,5,4,5,4.5,5,4,5,5,4,4.6,3,1,3,3,2.5,3,4,4,4,3.75,4,2,4,3,3,3.2,3,3,3,3,4,3.2,0,Retain,0,0
S2-0223,NoAck+Support,2,0,1,0,42,Male,4,4,4,5,5,5,5,5.0,4,4,5,5,4.5,7,6,6,5,7,6.2,4,2,2,2,2.5,3,2,2,2,2.25,2,4,3,4,3,3.2,2,3,2,3,3,2.6,0,Retain,0,0
S2-0224,NoAck+Support,2,0,1,0,32,Male,6,5,4,4,4,4,4,4.0,5,6,4,4,4.75,5,5,5,4,5,4.8,3,2,3,3,2.75,2,3,3,2,2.5,2,3,3,2,2,2.4,4,3,3,4,4,3.6,0,Retain,1,0
S2-0225,Ack+Alternative,1,1,0,0,28,Male,4,4,4,4,4,4,5,4.25,3,3,3,2,2.75,3,4,3,4,4,3.6,4,5,6,5,5.0,5,5,5,5,5.0,6,6,6,5,5,5.6,4,4,4,5,4,4.2,0,Retain,0,0
S2-0226,Ack+Support,3,1,1,1,41,Male,5,6,4,5,5,5,5,5.0,5,5,5,5,5.0,5,6,5,4,6,5.2,3,3,3,2,2.75,1,3,2,3,2.25,3,3,2,2,3,2.6,2,3,2,3,2,2.4,0,Retain,0,0
S2-0227,Ack+Support,3,1,1,1,36,Male,6,6,6,5,5,5,6,5.25,5,5,6,6,5.5,5,5,4,5,5,4.8,4,3,3,3,3.25,3,4,3,3,3.25,2,3,2,2,3,2.4,2,2,1,1,2,1.6,0,Retain,0,0
S2-0228,Ack+Support,3,1,1,1,29,Female,4,6,5,5,4,6,6,5.25,7,6,6,6,6.25,5,5,5,5,5,5.0,1,2,2,2,1.75,2,3,2,2,2.25,2,2,1,1,2,1.6,4,4,3,4,4,3.8,0,Retain,0,0
S2-0229,Ack+Alternative,1,1,0,0,33,Male,6,4,3,5,6,7,6,6.0,3,3,3,4,3.25,3,4,3,3,4,3.4,5,4,5,5,4.75,5,5,5,5,5.0,6,6,7,6,7,6.4,4,5,5,4,4,4.4,1,Exchange,1,0
S2-0230,Ack+Alternative,1,1,0,0,36,Male,6,4,4,6,7,5,6,6.0,4,4,3,4,3.75,2,2,1,2,2,1.8,6,6,6,6,6.0,6,6,6,7,6.25,6,6,5,6,4,5.4,4,6,5,5,5,5.0,1,Exchange,0,0
S2-0231,NoAck+Alternative,0,0,0,0,23,Male,5,5,7,4,3,2,3,3.0,4,4,4,5,4.25,3,3,3,4,3,3.2,5,4,5,6,5.0,4,4,4,4,4.0,5,4,4,4,4,4.2,4,5,4,3,4,4.0,1,Exchange,0,0
S2-0232,NoAck+Support,2,0,1,0,33,Male,5,4,4,5,5,4,5,4.75,5,6,5,5,5.25,6,6,6,6,6,6.0,2,2,1,2,1.75,2,2,2,3,2.25,4,3,3,2,2,2.8,2,1,3,3,3,2.4,0,Retain,0,0
S2-0233,Ack+Alternative,1,1,0,0,27,Male,5,6,5,6,5,6,6,5.75,4,4,3,3,3.5,3,4,4,4,5,4.0,4,5,5,4,4.5,4,5,4,5,4.5,6,5,5,5,4,5.0,5,5,4,4,5,4.6,1,Exchange,0,0
S2-0234,NoAck+Support,2,0,1,0,25,Male,6,5,4,4,5,5,5,4.75,4,4,4,5,4.25,4,5,4,4,4,4.2,4,4,3,4,3.75,4,4,3,4,3.75,3,3,3,3,3,3.0,3,2,3,2,3,2.6,0,Retain,0,0
S2-0235,NoAck+Support,2,0,1,0,32,Male,6,5,6,4,5,5,5,4.75,5,5,4,6,5.0,6,4,5,5,5,5.0,4,3,4,4,3.75,3,5,3,3,3.5,2,3,3,3,4,3.0,2,2,2,2,3,2.2,0,Retain,0,0
S2-0236,Ack+Support,3,1,1,1,36,Female,4,5,4,5,5,4,5,4.75,5,6,6,5,5.5,5,5,5,6,6,5.4,3,3,2,2,2.5,2,1,2,2,1.75,3,3,3,2,2,2.6,2,3,2,2,3,2.4,0,Retain,0,0
S2-0237,NoAck+Alternative,0,0,0,0,38,Female,6,5,5,4,3,4,3,3.5,3,2,4,4,3.25,3,3,3,4,3,3.2,5,5,6,5,5.25,5,5,6,6,5.5,3,3,5,5,3,3.8,3,3,3,4,4,3.4,1,Exchange,0,0
S2-0238,NoAck+Support,2,0,1,0,34,Male,5,4,3,4,3,5,4,4.0,5,4,4,3,4.0,5,6,6,6,5,5.6,3,3,1,3,2.5,3,2,3,2,2.5,4,4,3,4,3,3.6,2,4,3,1,3,2.6,0,Retain,0,0
S2-0239,NoAck+Support,2,0,1,0,24,Female,6,7,5,5,5,5,4,4.75,5,5,5,6,5.25,5,5,5,6,7,5.6,3,1,2,1,1.75,2,2,2,3,2.25,2,2,2,2,2,2.0,2,3,1,2,1,1.8,0,Retain,0,0
S2-0240,Ack+Support,3,1,1,1,21,Male,5,5,5,5,5,5,5,5.0,4,4,4,5,4.25,6,6,6,6,5,5.8,2,4,4,3,3.25,2,4,2,3,2.75,3,3,1,2,2,2.2,2,3,3,2,3,2.6,0,Retain,0,0
S2-0241,Ack+Alternative,1,1,0,0,32,Female,5,5,5,6,5,5,4,5.0,3,4,4,3,3.5,2,4,4,4,3,3.4,5,4,4,5,4.5,5,5,6,5,5.25,5,5,5,5,5,5.0,5,5,5,6,5,5.2,0,Retain,0,0
S2-0242,NoAck+Alternative,0,0,0,0,20,Female,6,6,5,3,3,3,3,3.0,3,3,3,4,3.25,4,3,3,3,3,3.2,6,6,6,6,6.0,5,5,5,5,5.0,5,3,4,3,2,3.4,5,4,4,4,5,4.4,1,Exchange,1,0
S2-0243,NoAck+Alternative,0,0,0,0,38,Male,5,5,5,4,4,3,4,3.75,5,3,5,5,4.5,2,3,2,3,3,2.6,6,5,5,6,5.5,5,5,6,6,5.5,2,3,1,2,2,2.0,4,3,4,3,4,3.6,0,Retain,0,0
S2-0244,NoAck+Alternative,0,0,0,0,38,Male,6,5,6,3,3,2,3,2.75,4,3,4,4,3.75,3,4,4,4,4,3.8,4,5,4,6,4.75,4,4,4,5,4.25,2,4,3,3,3,3.0,5,4,3,4,4,4.0,1,Exchange,1,1
S2-0245,NoAck+Alternative,0,0,0,0,50,Male,6,4,6,4,4,3,4,3.75,3,3,3,3,3.0,4,2,3,3,3,3.0,5,4,5,5,4.75,4,5,5,5,4.75,5,4,5,5,5,4.8,4,5,4,5,5,4.6,1,Exchange,0,0
S2-0246,NoAck+Support,2,0,1,0,47,Female,4,7,6,3,3,3,4,3.25,4,3,3,4,3.5,5,4,5,5,6,5.0,3,3,4,3,3.25,3,3,4,3,3.25,2,3,3,2,3,2.6,3,3,3,2,3,2.8,0,Retain,0,0
S2-0247,NoAck+Alternative,0,0,0,0,29,Female,6,5,5,3,3,2,2,2.5,3,4,2,3,3.0,3,4,5,4,4,4.0,4,4,5,4,4.25,3,5,5,6,4.75,5,4,4,3,4,4.0,3,3,3,4,2,3.0,0,Retain,1,0
S2-0248,Ack+Support,3,1,1,1,23,Female,5,5,5,6,6,6,7,6.25,5,5,6,5,5.25,6,6,7,7,7,6.6,1,2,2,2,1.75,1,1,2,1,1.25,3,3,3,4,2,3.0,2,2,1,2,2,1.8,0,Retain,0,0
S2-0249,NoAck+Support,2,0,1,0,26,Female,6,5,5,3,4,4,2,3.25,3,3,5,5,4.0,4,4,4,4,4,4.0,4,3,3,3,3.25,3,4,2,3,3.0,2,4,2,3,3,2.8,3,2,2,2,2,2.2,0,Retain,0,0
S2-0250,NoAck+Support,2,0,1,0,44,Male,6,6,6,4,5,4,4,4.25,4,5,5,4,4.5,4,6,5,5,5,5.0,4,3,4,3,3.5,3,3,3,2,2.75,2,2,2,2,2,2.0,2,3,2,2,2,2.2,0,Retain,0,0
S2-0251,NoAck+Alternative,0,0,0,0,28,Female,6,5,5,4,4,4,5,4.25,4,3,3,4,3.5,4,2,4,4,3,3.4,4,5,4,5,4.5,5,4,5,4,4.5,4,4,4,4,5,4.2,3,4,4,3,3,3.4,0,Retain,0,0
S2-0252,NoAck+Support,2,0,1,0,34,Female,5,6,3,4,5,5,5,4.75,4,3,4,4,3.75,6,5,6,6,6,5.8,2,2,1,2,1.75,1,2,2,3,2.0,3,4,4,4,3,3.6,3,3,2,3,3,2.8,0,Retain,0,0
S2-0253,Ack+Support,3,1,1,1,18,Male,6,6,5,6,6,6,6,6.0,5,6,5,5,5.25,6,6,7,6,6,6.2,2,2,1,1,1.5,2,2,1,2,1.75,2,3,3,2,3,2.6,3,2,3,4,4,3.2,0,Retain,0,1
S2-0254,Ack+Support,3,1,1,1,32,Female,4,5,6,4,5,5,4,4.5,5,6,5,6,5.5,5,5,6,6,6,5.6,3,2,2,1,2.0,1,1,1,1,1.0,2,3,2,2,2,2.2,2,2,1,2,3,2.0,0,Retain,0,0
S2-0255,Ack+Alternative,1,1,0,0,28,Male,6,4,5,5,6,5,4,5.0,3,4,2,2,2.75,3,3,4,4,4,3.6,4,5,4,4,4.25,4,4,5,4,4.25,3,4,5,5,5,4.4,4,5,5,5,5,4.8,0,Retain,0,1
S2-0256,Ack+Support,3,1,1,1,27,Female,4,6,5,7,6,7,7,6.75,6,5,5,6,5.5,5,5,6,5,6,5.4,3,3,3,2,2.75,2,2,2,2,2.0,3,2,2,2,1,2.0,3,2,2,3,2,2.4,1,Cancel,0,0
S2-0257,Ack+Alternative,1,1,0,0,34,Female,6,6,4,5,5,6,6,5.5,3,3,3,3,3.0,4,4,4,4,4,4.0,4,4,5,4,4.25,4,4,5,4,4.25,6,6,6,6,6,6.0,3,3,4,4,4,3.6,1,Cancel,1,0
S2-0258,Ack+Alternative,1,1,0,0,32,Male,5,5,3,4,4,4,5,4.25,4,4,3,2,3.25,3,4,2,3,3,3.0,6,5,3,6,5.0,4,5,6,5,5.0,6,4,5,6,5,5.2,3,5,4,4,4,4.0,0,Retain,0,0
S2-0259,NoAck+Support,2,0,1,0,27,Female,6,6,6,4,4,5,4,4.25,5,5,5,4,4.75,3,4,5,5,5,4.4,2,3,2,1,2.0,3,2,2,3,2.5,2,3,4,3,3,3.0,2,3,2,2,2,2.2,0,Retain,0,0
S2-0260,NoAck+Support,2,0,1,0,19,Male,7,6,4,5,4,5,5,4.75,5,6,5,6,5.5,5,5,5,5,5,5.0,3,2,3,3,2.75,2,2,1,2,1.75,1,3,2,2,2,2.0,2,1,2,1,2,1.6,0,Retain,0,0
S2-0261,Ack+Support,3,1,1,1,27,Female,7,6,4,6,7,7,6,6.5,5,6,6,7,6.0,5,5,6,6,6,5.6,3,4,3,4,3.5,2,4,3,4,3.25,2,2,2,1,2,1.8,1,2,1,2,1,1.4,1,Cancel,0,0
S2-0262,NoAck+Alternative,0,0,0,0,38,Male,5,5,5,4,2,3,2,2.75,4,3,4,3,3.5,3,4,4,5,3,3.8,5,4,5,3,4.25,4,5,5,5,4.75,2,4,3,3,3,3.0,3,4,4,4,3,3.6,0,Retain,0,0
S2-0263,Ack+Alternative,1,1,0,0,32,Male,5,4,3,6,4,4,6,5.0,3,3,3,4,3.25,3,4,3,4,4,3.6,5,4,6,7,5.5,3,5,5,4,4.25,7,6,6,6,7,6.4,4,5,5,4,4,4.4,0,Retain,0,0
S2-0264,Ack+Support,3,1,1,1,37,Female,5,4,4,6,5,5,6,5.5,5,6,5,6,5.5,6,6,6,6,7,6.2,1,2,1,1,1.25,3,2,3,1,2.25,1,1,2,2,2,1.6,2,4,3,3,2,2.8,0,Retain,0,0
S2-0265,Ack+Alternative,1,1,0,0,26,Male,6,6,4,6,6,5,7,6.0,5,5,5,5,5.0,3,2,3,3,2,2.6,5,5,5,6,5.25,4,4,5,4,4.25,5,5,4,5,6,5.0,3,4,4,4,4,3.8,1,Exchange,0,1
S2-0266,NoAck+Alternative,0,0,0,0,33,Female,7,7,5,3,3,3,3,3.0,4,3,5,4,4.0,4,4,3,3,4,3.6,5,4,5,5,4.75,4,5,4,5,4.5,5,4,4,4,4,4.2,3,4,5,5,4,4.2,0,Retain,1,0
S2-0267,Ack+Alternative,1,1,0,0,29,Male,5,5,6,5,6,5,5,5.25,4,4,3,3,3.5,4,4,4,3,3,3.6,5,5,4,5,4.75,5,4,4,4,4.25,4,6,5,6,5,5.2,5,4,5,4,5,4.6,1,Exchange,0,1
S2-0268,NoAck+Alternative,0,0,0,0,19,Female,5,6,5,3,5,4,4,4.0,3,4,3,4,3.5,4,3,5,3,4,3.8,5,4,5,5,4.75,5,5,5,4,4.75,4,3,6,5,4,4.4,3,3,3,4,4,3.4,0,Retain,0,0
S2-0269,Ack+Support,3,1,1,1,31,Male,5,6,6,5,5,3,5,4.5,6,5,6,6,5.75,5,5,6,6,4,5.2,4,2,3,2,2.75,4,3,3,3,3.25,3,1,1,1,1,1.4,1,2,2,3,3,2.2,0,Retain,0,0
S2-0270,Ack+Alternative,1,1,0,0,22,Female,6,5,7,6,6,7,6,6.25,4,3,4,4,3.75,4,4,3,4,3,3.6,5,5,6,4,5.0,5,5,5,5,5.0,5,6,6,5,7,5.8,4,4,4,4,4,4.0,0,Retain,0,0
S2-0271,Ack+Alternative,1,1,0,0,36,Nonbinary/Other,4,4,5,6,7,5,5,5.75,4,4,4,4,4.0,2,2,3,4,2,2.6,4,4,5,5,4.5,3,4,5,4,4.0,6,6,6,4,5,5.4,4,3,3,3,5,3.6,0,Retain,0,0
S2-0272,NoAck+Support,2,0,1,0,24,Female,4,5,4,5,4,4,4,4.25,4,5,5,4,4.5,4,4,4,4,5,4.2,4,4,2,2,3.0,4,4,3,3,3.5,3,3,3,3,2,2.8,3,4,4,3,3,3.4,0,Retain,0,1
S2-0273,NoAck+Support,2,0,1,0,32,Male,5,6,3,3,4,4,4,3.75,5,5,5,4,4.75,4,5,4,4,5,4.4,4,4,3,4,3.75,1,1,1,2,1.25,4,3,3,3,3,3.2,3,2,2,2,3,2.4,0,Retain,0,0
S2-0274,Ack+Support,3,1,1,1,34,Male,5,5,5,6,5,5,5,5.25,6,6,6,6,6.0,7,6,6,7,7,6.6,2,3,2,2,2.25,2,2,2,3,2.25,2,2,1,2,3,2.0,2,2,2,2,2,2.0,0,Retain,0,0
S2-0275,NoAck+Alternative,0,0,0,0,25,Male,5,5,5,4,5,3,4,4.0,3,4,4,3,3.5,3,2,2,3,2,2.4,5,6,5,5,5.25,6,5,6,4,5.25,3,5,3,3,5,3.8,4,3,4,3,3,3.4,1,Exchange,0,0
S2-0276,Ack+Alternative,1,1,0,0,29,Female,7,5,2,6,6,5,4,5.25,2,4,3,2,2.75,4,3,4,4,3,3.6,4,4,5,6,4.75,5,3,4,5,4.25,6,5,6,7,6,6.0,3,3,3,3,3,3.0,0,Retain,0,1
S2-0277,NoAck+Support,2,0,1,0,21,Male,6,4,6,4,5,5,4,4.5,4,5,5,4,4.5,5,5,4,4,5,4.6,3,2,3,3,2.75,2,2,3,1,2.0,2,2,2,2,2,2.0,5,3,4,4,4,4.0,0,Retain,0,0
S2-0278,NoAck+Alternative,0,0,0,0,37,Male,6,6,6,3,3,4,3,3.25,3,3,4,2,3.0,4,4,2,2,2,2.8,4,5,5,5,4.75,4,5,5,5,4.75,5,5,5,4,6,5.0,3,3,3,2,3,2.8,1,Cancel,0,0
S2-0279,Ack+Alternative,1,1,0,0,35,Male,5,7,5,6,4,5,5,5.0,4,3,3,3,3.25,3,3,2,5,2,3.0,5,5,6,5,5.25,5,4,4,5,4.5,6,5,6,6,6,5.8,5,4,3,5,4,4.2,1,Exchange,0,0
S2-0280,Ack+Alternative,1,1,0,0,25,Male,5,5,5,5,6,6,5,5.5,4,3,4,4,3.75,3,4,3,3,3,3.2,5,5,6,5,5.25,5,6,5,6,5.5,6,5,5,6,6,5.6,6,5,5,5,5,5.2,0,Retain,0,0
S2-0281,NoAck+Alternative,0,0,0,0,28,Male,5,5,6,3,2,3,4,3.0,4,4,2,3,3.25,3,2,1,2,2,2.0,5,6,5,6,5.5,5,5,6,6,5.5,3,3,5,3,4,3.6,5,5,4,5,4,4.6,1,Exchange,0,1
S2-0282,Ack+Support,3,1,1,1,31,Male,6,5,5,3,5,5,6,4.75,6,6,5,5,5.5,5,7,4,5,5,5.2,2,2,2,2,2.0,3,1,3,2,2.25,2,2,2,2,2,2.0,1,2,3,3,3,2.4,0,Retain,0,0
S2-0283,NoAck+Alternative,0,0,0,0,37,Male,6,6,3,4,4,3,3,3.5,4,3,2,4,3.25,5,5,5,4,4,4.6,4,4,4,4,4.0,5,5,4,4,4.5,2,2,2,3,4,2.6,5,6,5,5,5,5.2,0,Retain,0,1
S2-0284,NoAck+Support,2,0,1,0,33,Female,5,6,3,4,4,4,5,4.25,5,4,6,6,5.25,4,5,4,5,5,4.6,2,2,2,3,2.25,1,2,2,3,2.0,1,2,2,3,1,1.8,2,2,3,2,2,2.2,0,Retain,1,0
S2-0285,NoAck+Support,2,0,1,0,18,Female,4,6,5,5,5,5,5,5.0,4,4,4,4,4.0,6,5,5,5,5,5.2,4,3,4,3,3.5,4,3,3,3,3.25,3,3,2,3,3,2.8,3,4,4,4,4,3.8,0,Retain,0,0
S2-0286,NoAck+Support,2,0,1,0,32,Male,5,6,6,5,5,5,5,5.0,4,5,4,4,4.25,5,5,5,6,6,5.4,2,3,3,4,3.0,3,4,4,4,3.75,3,3,2,1,3,2.4,1,3,1,2,3,2.0,0,Retain,1,0
S2-0287,Ack+Alternative,1,1,0,0,31,Female,6,6,4,5,4,4,5,4.5,4,5,4,4,4.25,3,4,2,4,3,3.2,6,5,5,5,5.25,5,4,5,4,4.5,4,4,4,5,5,4.4,5,5,4,5,6,5.0,1,Exchange,0,0
S2-0288,NoAck+Support,2,0,1,0,20,Female,6,5,4,5,6,5,5,5.25,6,4,6,4,5.0,5,4,5,4,5,4.6,3,3,2,3,2.75,4,1,3,3,2.75,1,3,2,2,2,2.0,3,2,2,3,3,2.6,0,Retain,0,0
S2-0289,Ack+Alternative,1,1,0,0,36,Female,5,5,6,5,5,6,6,5.5,3,5,4,4,4.0,3,3,3,3,4,3.2,6,6,5,6,5.75,5,5,5,5,5.0,5,5,7,6,6,5.8,4,4,4,4,4,4.0,0,Retain,0,0
S2-0290,Ack+Alternative,1,1,0,0,29,Female,4,5,5,6,5,4,6,5.25,3,2,3,3,2.75,3,3,2,3,2,2.6,6,7,7,7,6.75,5,6,6,6,5.75,5,4,6,4,5,4.8,4,5,6,5,4,4.8,1,Exchange,0,1
S2-0291,NoAck+Alternative,0,0,0,0,49,Male,7,4,6,5,4,5,4,4.5,4,3,3,3,3.25,4,5,4,4,5,4.4,5,6,5,5,5.25,5,3,4,5,4.25,4,4,4,4,5,4.2,4,5,4,4,4,4.2,0,Retain,0,0
S2-0292,NoAck+Alternative,0,0,0,0,21,Male,6,5,5,3,4,3,3,3.25,2,4,2,3,2.75,3,2,4,3,3,3.0,5,5,4,5,4.75,5,5,5,4,4.75,5,3,4,4,4,4.0,4,3,4,3,4,3.6,0,Retain,1,0
S2-0293,Ack+Support,3,1,1,1,18,Male,6,6,5,6,6,6,5,5.75,6,6,6,6,6.0,5,6,6,5,5,5.4,3,2,3,2,2.5,2,2,2,1,1.75,2,2,3,1,1,1.8,3,3,2,2,2,2.4,0,Retain,0,0
S2-0294,Ack+Support,3,1,1,1,43,Male,5,5,6,5,6,5,5,5.25,5,5,6,5,5.25,5,6,5,7,5,5.6,2,2,3,2,2.25,2,2,2,2,2.0,3,1,2,2,3,2.2,3,3,3,2,3,2.8,0,Retain,0,0
S2-0295,NoAck+Alternative,0,0,0,0,26,Female,6,4,4,2,2,3,3,2.5,4,4,3,2,3.25,4,3,3,3,2,3.0,5,5,6,5,5.25,4,4,5,3,4.0,4,4,5,4,4,4.2,3,4,5,4,3,3.8,1,Exchange,0,0
S2-0296,Ack+Alternative,1,1,0,0,34,Male,4,5,4,5,5,6,6,5.5,4,3,4,4,3.75,3,3,4,2,3,3.0,4,5,5,5,4.75,5,5,4,4,4.5,5,6,6,6,6,5.8,5,5,5,5,5,5.0,0,Retain,0,1
S2-0297,Ack+Support,3,1,1,1,27,Male,5,5,4,6,5,6,7,6.0,6,5,5,5,5.25,5,5,6,5,6,5.4,2,2,3,2,2.25,3,3,2,2,2.5,2,4,2,3,1,2.4,2,2,1,1,2,1.6,0,Retain,1,0
S2-0298,NoAck+Support,2,0,1,0,29,Male,5,4,4,5,6,4,4,4.75,4,6,6,5,5.25,5,5,6,5,4,5.0,3,3,2,1,2.25,3,2,3,3,2.75,2,2,1,2,1,1.6,2,3,2,2,2,2.2,0,Retain,0,0
S2-0299,NoAck+Alternative,0,0,0,0,39,Male,7,6,4,4,4,5,4,4.25,3,4,3,3,3.25,4,3,3,5,3,3.6,5,4,4,4,4.25,4,4,4,4,4.0,5,5,3,4,6,4.6,4,4,4,5,3,4.0,0,Retain,0,1
S2-0300,NoAck+Support,2,0,1,0,29,Female,5,5,4,5,5,4,5,4.75,5,4,5,5,4.75,5,5,4,5,5,4.8,3,2,3,2,2.5,3,4,2,3,3.0,1,1,3,2,3,2.0,2,2,2,2,2,2.0,0,Retain,0,0
S2-0301,Ack+Alternative,1,1,0,0,36,Male,5,4,5,6,5,5,5,5.25,3,5,4,4,4.0,4,3,4,3,3,3.4,4,3,3,4,3.5,4,4,4,3,3.75,6,6,7,7,6,6.4,5,3,5,5,4,4.4,0,Retain,0,1
S2-0302,Ack+Support,3,1,1,1,35,Female,5,5,5,5,5,7,7,6.0,4,5,5,6,5.0,6,6,6,6,6,6.0,1,3,2,3,2.25,3,3,4,3,3.25,2,2,3,3,3,2.6,3,2,3,2,2,2.4,0,Retain,0,0
S2-0303,Ack+Support,3,1,1,1,35,Male,4,7,4,4,6,5,5,5.0,5,6,5,5,5.25,5,6,6,6,5,5.6,3,3,2,3,2.75,1,2,2,3,2.0,2,3,3,3,3,2.8,1,2,1,3,3,2.0,1,Cancel,0,0
S2-0304,NoAck+Support,2,0,1,0,21,Female,5,6,5,3,4,2,2,2.75,5,4,5,5,4.75,4,4,4,4,3,3.8,3,4,2,3,3.0,3,3,2,2,2.5,3,2,3,2,2,2.4,4,3,3,2,2,2.8,1,Exchange,0,0
