ID,condition,condition_code,age,gender,initial_confidence,initial_satisfaction,choice_difficulty,product_involvement,category_knowledge,prior_return_frequency,platform_use_frequency,ad_skepticism,maximizing_tendency,price_sensitivity,IDN1,IDN2,IDN3,SIM1,SIM2,SIM3,ADV1,ADV2,ADV3,REP1,REP2,REP3,PAL1,PAL2,PAL3,PAL4,TRU1,TRU2,TRU3,TRU4,CLO1,CLO2,CLO3,CLO4,CLO5,CFT1,CFT2,CFT3,CFT4,REG1,REG2,REG3,REG4,RET1,RET2,RET3,RET4,RET5,AVO1,AVO2,AVO3,AVO4,AVO5,IRR1,IRR2,IRR3,IRR4,IRR5,ACC1,ACC2,ACC3,FIT1,FIT2,FIT3,PAL,Trust,Closure,Counterfactual,Regret,Return,Avoidance,Irritation,Accuracy,CurrentFit,same_vs_rest,superior_vs_rest
S1-0402,Unrelated,0,18,Female,6,6,2,5,3,3,5,4,7,6,1,2,2,2,2,2,2,2,2,3,2,2,5,5,5,5,4,5,4,4,5,5,5,6,4,3,2,2,3,3,3,3,3,2,2,2,3,6,4,3,2,3,2,4,3,3,3,4,2,4,3,4,4,4,5.0,4.25,5.0,2.5,3.0,2.2,2.8,3.4,3.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0403,Unrelated,0,33,Female,5,5,4,4,7,4,4,7,4,4,2,2,3,2,2,1,2,2,1,2,2,2,3,6,5,6,6,7,6,7,5,4,5,5,5,2,3,2,3,3,3,1,2,3,2,3,2,6,1,3,1,2,1,3,3,2,2,3,3,3,3,4,4,5,5.0,6.5,4.8,2.5,2.25,2.4,1.6,2.6,3.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0404,Same-product,1,25,Male,6,5,4,7,4,2,6,6,4,7,5,7,5,6,7,7,3,2,2,5,5,6,2,3,3,4,4,3,3,3,6,7,6,6,7,2,2,1,2,1,3,1,3,2,2,2,1,6,4,4,4,5,5,5,5,4,4,5,5,5,5,2,2,2,3.0,3.25,6.4,1.75,2.0,1.8,4.4,4.6,5.0,2.0,1.0,-0.3333333333333333
S1-0405,Same-product,1,23,Female,3,6,5,6,4,1,6,6,5,5,5,5,5,6,6,6,2,3,2,6,6,7,3,4,3,3,3,3,2,3,3,4,4,4,5,4,3,3,3,2,2,4,3,3,3,3,3,6,5,4,5,5,5,5,5,5,5,5,4,4,4,3,4,4,3.25,2.75,4.0,3.25,2.75,2.8,4.8,5.0,4.0,3.6666666666666665,1.0,-0.3333333333333333
S1-0406,Similar-product,2,26,Female,5,6,5,4,4,5,5,7,6,4,2,2,2,4,6,5,3,3,4,4,4,4,6,6,5,5,5,6,6,5,4,4,5,5,4,4,5,3,4,3,4,4,3,3,3,2,3,5,2,2,2,2,2,3,4,4,3,3,5,4,4,3,5,4,5.5,5.5,4.4,4.0,3.5,2.8,2.0,3.4,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0407,Unrelated,0,31,Male,4,6,2,4,4,4,3,4,5,5,2,2,1,3,2,2,1,2,1,2,2,1,5,5,6,5,5,5,5,5,6,5,5,6,4,2,2,3,2,2,2,2,3,2,2,2,2,6,3,3,3,3,3,2,2,2,2,2,3,3,4,4,4,4,5.25,5.0,5.2,2.25,2.25,2.0,3.0,2.0,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0408,Superior-alternative,3,29,Female,4,5,5,4,3,2,4,3,3,7,2,2,1,6,6,5,5,5,6,3,3,4,5,6,6,6,5,5,5,5,4,3,4,4,4,4,5,5,5,3,5,4,4,4,3,4,4,3,3,3,3,4,3,4,4,4,4,3,5,7,6,3,4,4,5.75,5.0,3.8,4.75,4.0,4.0,3.2,3.8,6.0,3.6666666666666665,-0.3333333333333333,1.0
S1-0409,Same-product,1,18,Female,6,5,4,5,5,3,4,2,4,4,5,5,6,5,6,6,3,3,3,5,5,6,4,4,3,3,3,3,3,3,5,6,5,6,6,2,2,1,1,2,2,2,2,2,2,1,3,6,5,5,5,4,4,5,5,6,5,6,5,5,5,3,4,3,3.5,3.0,5.6,1.5,2.0,2.0,4.6,5.4,5.0,3.3333333333333335,1.0,-0.3333333333333333
S1-0410,Superior-alternative,3,34,Female,5,5,2,2,6,2,6,5,5,4,2,1,2,5,5,5,5,5,5,4,4,3,4,6,5,6,6,5,5,4,3,3,4,3,2,4,5,6,4,5,4,3,4,4,5,5,5,4,2,4,4,3,2,4,5,4,4,4,3,4,3,2,3,2,5.25,5.0,3.0,4.75,4.0,4.6,3.0,4.2,3.3333333333333335,2.3333333333333335,-0.3333333333333333,1.0
S1-0411,Similar-product,2,24,Male,6,5,2,3,3,2,5,4,6,6,3,3,4,6,6,6,5,4,4,3,5,4,5,4,5,4,4,3,4,5,5,4,4,4,4,4,3,4,3,3,3,3,3,3,3,2,2,5,3,3,3,4,3,3,3,4,4,3,5,5,6,4,4,3,4.5,4.0,4.2,3.5,3.0,2.6,3.2,3.4,5.333333333333333,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0412,Same-product,1,35,Female,6,5,3,3,3,5,5,4,4,6,5,6,6,6,5,6,3,2,3,6,6,6,3,4,3,5,3,4,4,4,4,4,5,4,4,4,4,3,3,2,3,2,3,2,3,2,3,6,5,4,4,5,6,7,7,6,7,7,5,5,5,2,2,2,3.75,3.75,4.2,3.5,2.5,2.4,4.8,6.8,5.0,2.0,1.0,-0.3333333333333333
S1-0413,Similar-product,2,28,Female,5,5,4,3,3,2,6,5,5,6,2,2,1,5,4,5,4,3,3,4,4,5,4,3,4,3,5,5,5,4,4,4,3,4,4,4,4,5,3,3,3,3,3,2,2,3,3,4,3,4,3,3,4,4,4,3,3,4,4,5,5,5,3,4,3.5,4.75,3.8,4.0,3.0,2.8,3.4,3.6,4.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0414,Unrelated,0,28,Female,5,4,3,3,4,3,6,3,5,5,2,2,3,3,2,1,2,2,2,2,2,2,4,5,5,5,4,4,4,4,5,6,6,5,7,2,2,1,2,2,2,1,2,2,1,1,1,7,2,3,2,3,3,3,3,3,2,3,2,3,3,3,4,3,4.75,4.0,5.8,1.75,1.75,1.2,2.6,2.8,2.6666666666666665,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0415,Superior-alternative,3,37,Female,6,6,4,4,5,4,5,3,3,5,2,3,2,5,6,5,5,5,5,4,4,4,5,6,6,6,5,5,4,5,3,3,3,3,2,5,6,5,5,4,4,5,4,3,3,5,4,4,2,2,3,2,2,4,4,4,3,4,5,4,4,3,3,3,5.75,4.75,2.8,5.25,4.25,3.8,2.2,3.8,4.333333333333333,3.0,-0.3333333333333333,1.0
S1-0416,Similar-product,2,23,Female,6,4,5,4,4,3,5,4,5,3,2,2,2,6,6,6,3,3,4,4,4,4,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,3,3,5,5,5,5,5,3,4,3,4,4,4,4.75,4.0,4.0,4.0,3.75,3.4,3.4,5.0,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0417,Similar-product,2,25,Female,6,4,2,5,5,3,6,5,5,5,1,1,2,5,5,5,4,4,3,4,4,4,4,4,5,4,5,4,5,4,5,5,4,4,5,4,4,3,5,2,4,2,2,2,2,3,3,5,3,4,2,3,4,5,4,5,5,5,5,5,5,3,4,3,4.25,4.5,4.6,4.0,2.5,2.6,3.2,4.8,5.0,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0418,Similar-product,2,31,Female,6,6,4,5,4,2,5,5,6,5,3,2,3,5,6,6,3,3,3,4,3,4,3,3,4,3,3,3,3,4,5,6,6,7,5,3,3,3,3,2,3,2,2,3,3,2,2,5,4,3,4,4,4,3,4,3,4,4,4,4,5,4,4,4,3.25,3.25,5.8,3.0,2.25,2.6,3.8,3.6,4.333333333333333,4.0,-0.3333333333333333,-0.3333333333333333
S1-0419,Similar-product,2,26,Male,5,7,4,4,3,1,6,5,4,4,2,2,2,5,6,6,3,4,4,4,5,5,5,5,6,5,6,6,6,5,4,5,5,4,3,4,4,3,4,2,3,3,4,4,3,3,4,5,4,2,3,3,4,5,4,4,4,5,4,5,5,4,4,4,5.25,5.75,4.2,3.75,3.0,3.4,3.2,4.4,4.666666666666667,4.0,-0.3333333333333333,-0.3333333333333333
S1-0420,Same-product,1,27,Female,5,5,3,4,2,3,4,4,3,5,5,6,5,6,7,6,3,3,3,6,6,7,4,4,4,3,3,4,4,4,5,6,5,7,6,3,2,2,3,3,3,2,2,1,2,1,2,7,4,5,4,4,3,6,6,6,7,7,5,5,5,3,3,3,3.75,3.75,5.8,2.5,2.5,1.4,4.0,6.4,5.0,3.0,1.0,-0.3333333333333333
S1-0421,Unrelated,0,25,Male,5,4,3,2,4,5,5,4,4,4,2,2,2,2,2,2,2,1,1,3,3,2,4,4,4,3,4,5,5,5,4,6,4,4,5,3,3,3,3,4,3,3,4,3,4,3,3,5,2,3,2,3,2,2,2,2,3,3,3,4,3,4,4,4,3.75,4.75,4.6,3.0,3.5,3.2,2.4,2.4,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0422,Same-product,1,25,Female,5,6,4,5,5,3,5,5,5,7,6,6,5,6,7,7,3,1,2,6,6,6,4,5,5,4,4,3,4,3,5,7,6,5,6,1,1,1,1,2,2,2,3,1,1,2,2,7,4,4,4,4,4,6,6,7,6,6,5,5,6,2,3,3,4.5,3.5,5.8,1.0,2.25,1.4,4.0,6.2,5.333333333333333,2.6666666666666665,1.0,-0.3333333333333333
S1-0423,Same-product,1,35,Female,4,6,2,4,5,4,7,4,3,6,5,6,6,6,5,6,2,2,2,5,6,5,3,2,3,3,3,3,4,4,3,5,4,5,3,3,3,5,4,2,3,3,3,3,3,2,3,4,4,4,5,5,4,5,6,5,4,5,6,6,6,2,3,2,2.75,3.5,4.0,3.75,2.75,3.0,4.4,5.0,6.0,2.3333333333333335,1.0,-0.3333333333333333
S1-0424,Same-product,1,43,Female,7,5,4,4,1,1,4,5,6,4,5,4,5,6,6,6,2,2,2,5,5,5,4,4,4,4,4,4,5,3,5,5,6,5,5,3,3,2,2,2,3,2,2,2,1,2,2,6,5,5,5,4,4,6,6,7,6,6,5,5,5,4,3,2,4.0,4.0,5.2,2.5,2.25,1.8,4.6,6.2,5.0,3.0,1.0,-0.3333333333333333
S1-0425,Same-product,1,20,Male,7,5,3,6,3,2,4,3,3,4,5,5,6,6,6,6,3,3,3,5,5,5,2,2,2,1,2,3,2,3,5,6,5,5,5,4,3,3,3,4,4,4,4,3,4,4,3,5,6,6,5,7,5,7,7,6,6,6,6,7,6,3,3,3,1.75,2.5,5.2,3.25,4.0,3.4,5.8,6.4,6.333333333333333,3.0,1.0,-0.3333333333333333
S1-0426,Similar-product,2,25,Nonbinary/Other,6,4,2,7,4,2,5,2,3,5,2,2,1,5,6,5,3,3,3,4,5,5,5,6,6,6,6,3,4,4,5,3,5,4,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,4,4,5,4,5,4,3,4,5.75,4.25,4.2,3.75,3.75,3.6,3.4,3.8,4.666666666666667,3.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0427,Unrelated,0,22,Male,5,4,2,5,3,4,4,4,7,5,2,2,2,1,2,1,3,2,1,2,3,2,4,5,5,5,3,4,4,4,5,4,4,6,6,2,2,4,3,4,3,3,3,3,3,3,2,5,4,4,3,4,3,3,3,2,2,2,4,5,4,5,5,5,4.75,3.75,5.0,2.75,3.25,2.8,3.6,2.4,4.333333333333333,5.0,-0.3333333333333333,-0.3333333333333333
S1-0428,Unrelated,0,21,Male,5,4,3,6,5,4,6,4,3,4,2,2,1,4,3,3,2,2,2,3,2,2,7,7,6,6,5,6,6,5,5,6,5,6,6,1,2,2,2,2,2,2,2,2,1,1,1,7,2,2,2,2,2,3,2,4,2,3,4,4,3,5,5,5,6.5,5.5,5.6,1.75,2.0,1.2,2.0,2.8,3.6666666666666665,5.0,-0.3333333333333333,-0.3333333333333333
S1-0429,Unrelated,0,32,Female,4,4,4,5,5,1,4,5,3,4,2,2,2,2,2,2,1,1,2,3,2,4,6,6,6,7,6,6,6,5,5,6,5,5,5,3,3,2,3,2,2,2,3,2,4,2,2,5,1,2,2,1,1,3,2,2,2,2,3,3,4,4,4,4,6.25,5.75,5.2,2.75,2.25,2.6,1.4,2.2,3.3333333333333335,4.0,-0.3333333333333333,-0.3333333333333333
S1-0430,Superior-alternative,3,29,Female,5,5,4,4,4,1,6,5,4,3,1,1,1,6,6,5,4,5,5,4,4,4,4,4,4,4,4,5,4,5,4,3,3,4,3,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,3,4,3,4,4,4,5,4,2,3,2,4.0,4.5,3.4,5.0,5.0,4.6,3.8,3.6,4.333333333333333,2.3333333333333335,-0.3333333333333333,1.0
S1-0431,Similar-product,2,44,Male,5,4,4,3,5,2,7,5,4,5,1,2,2,6,5,6,3,3,2,4,5,4,4,5,5,5,4,4,4,4,4,5,6,6,5,3,2,2,3,2,2,3,2,2,2,3,3,4,3,4,3,4,5,5,5,4,4,4,5,4,5,4,3,3,4.75,4.0,5.2,2.5,2.25,2.8,3.8,4.4,4.666666666666667,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0432,Same-product,1,37,Male,5,6,4,3,5,4,6,5,6,6,5,6,6,6,7,7,3,3,2,6,6,6,3,3,3,3,5,4,4,4,4,3,4,3,4,3,4,4,4,3,3,3,3,2,2,2,3,5,4,5,5,3,4,5,6,5,6,6,5,5,5,3,3,4,3.0,4.25,3.6,3.75,3.0,2.4,4.2,5.6,5.0,3.3333333333333335,1.0,-0.3333333333333333
S1-0433,Same-product,1,33,Female,6,6,5,5,4,4,5,5,4,5,6,6,6,5,6,6,3,3,3,4,5,5,4,4,3,4,4,4,4,4,5,6,5,5,6,4,3,3,3,3,2,4,3,3,3,4,3,4,6,5,4,5,5,7,6,6,7,6,5,5,5,3,3,2,3.75,4.0,5.4,3.25,3.0,3.4,5.0,6.4,5.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0434,Similar-product,2,35,Female,4,5,2,4,4,4,3,6,4,7,2,2,2,5,6,6,3,4,4,4,4,5,5,5,5,6,5,5,5,5,5,4,5,6,5,2,3,3,3,2,2,3,3,3,3,3,4,4,3,2,2,3,3,2,4,3,3,4,5,5,4,3,3,3,5.25,5.0,5.0,2.75,2.5,3.4,2.6,3.2,4.666666666666667,3.0,-0.3333333333333333,-0.3333333333333333
S1-0435,Same-product,1,33,Male,5,5,4,2,4,3,3,4,6,4,6,4,5,6,6,6,3,3,2,6,6,6,3,5,4,5,4,4,5,4,5,4,4,3,5,3,3,2,2,3,3,2,4,2,1,1,2,5,3,4,4,3,4,6,4,6,4,5,6,5,5,3,2,3,4.25,4.25,4.2,2.5,3.0,1.8,3.6,5.0,5.333333333333333,2.6666666666666665,1.0,-0.3333333333333333
S1-0436,Same-product,1,30,Female,5,5,5,4,3,5,5,5,5,4,5,5,6,6,5,6,3,2,2,6,5,6,4,3,3,2,3,2,2,3,4,4,4,5,3,4,3,3,4,4,2,3,3,3,1,3,2,5,6,6,6,6,7,6,6,5,6,7,4,5,5,1,2,1,3.0,2.5,4.0,3.5,3.0,2.4,6.2,6.0,4.666666666666667,1.3333333333333333,1.0,-0.3333333333333333
S1-0437,Same-product,1,24,Female,7,5,4,3,5,4,4,5,5,4,5,6,6,6,5,5,2,2,2,6,6,6,4,5,5,3,3,4,5,3,5,4,5,5,5,3,4,4,4,2,2,3,2,3,2,3,3,5,4,3,5,5,4,5,6,6,6,6,6,6,6,3,3,3,4.25,3.75,4.8,3.75,2.25,2.8,4.2,5.8,6.0,3.0,1.0,-0.3333333333333333
S1-0438,Similar-product,2,18,Female,6,5,4,4,4,2,6,6,4,5,2,2,2,6,5,6,3,4,4,3,3,4,4,5,5,6,3,4,4,4,3,3,4,4,5,4,3,4,4,3,3,4,3,3,2,3,3,6,4,2,2,4,4,3,3,4,4,5,4,4,3,3,3,4,5.0,3.75,3.8,3.75,3.25,2.6,3.2,3.8,3.6666666666666665,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0439,Unrelated,0,42,Female,4,5,2,6,3,4,6,3,3,4,1,2,1,3,2,2,3,3,3,3,4,3,5,5,5,5,4,4,4,4,6,6,5,5,5,2,2,2,2,2,3,2,3,3,1,1,2,6,4,2,3,3,3,4,4,3,4,4,3,3,3,4,5,4,5.0,4.0,5.4,2.0,2.5,1.8,3.0,3.8,3.0,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0440,Same-product,1,23,Nonbinary/Other,5,6,4,4,5,3,4,4,5,4,5,6,5,6,5,6,2,1,2,6,7,6,4,5,4,5,3,4,4,3,5,5,5,6,6,2,3,2,2,3,2,2,2,2,2,2,2,6,5,6,6,6,6,5,6,6,5,7,5,4,5,3,3,2,4.5,3.5,5.4,2.25,2.25,2.0,5.8,5.8,4.666666666666667,2.6666666666666665,1.0,-0.3333333333333333
S1-0441,Superior-alternative,3,28,Female,5,4,4,7,6,3,4,3,3,3,1,1,1,5,7,6,6,6,6,4,5,5,4,5,5,4,4,4,4,4,4,3,4,5,4,6,6,6,6,5,5,5,5,5,6,5,6,3,4,3,3,4,4,3,4,4,5,4,4,6,5,4,4,5,4.5,4.0,4.0,6.0,5.0,5.4,3.6,4.0,5.0,4.333333333333333,-0.3333333333333333,1.0
S1-0442,Superior-alternative,3,31,Female,6,4,7,6,5,1,7,5,5,5,2,2,3,5,6,6,6,5,6,4,4,5,4,5,4,5,4,4,5,4,3,3,2,2,2,6,5,6,5,5,4,5,5,5,4,5,4,4,4,4,5,4,3,5,5,5,4,5,6,6,5,3,3,1,4.5,4.25,2.4,5.5,4.75,4.4,4.0,4.8,5.666666666666667,2.3333333333333335,-0.3333333333333333,1.0
S1-0443,Same-product,1,18,Male,6,5,2,5,6,3,7,5,4,6,6,5,6,5,6,5,2,2,2,6,6,6,3,4,4,4,4,4,4,3,4,5,5,5,6,3,3,3,3,4,4,3,2,2,2,2,3,5,4,3,4,5,5,6,4,5,5,4,6,6,5,2,2,3,3.75,3.75,5.0,3.0,3.25,2.4,4.2,4.8,5.666666666666667,2.3333333333333335,1.0,-0.3333333333333333
S1-0444,Superior-alternative,3,23,Female,5,6,4,6,4,4,2,5,5,4,2,2,2,6,5,6,7,6,6,5,5,4,4,4,5,4,5,5,4,4,3,4,3,4,3,5,4,5,6,4,5,5,5,4,5,6,6,1,3,4,5,4,5,5,5,4,6,4,7,6,6,4,4,4,4.25,4.5,3.4,5.0,4.75,5.6,4.2,4.8,6.333333333333333,4.0,-0.3333333333333333,1.0
S1-0445,Unrelated,0,20,Male,5,7,4,5,4,1,5,4,5,4,2,1,2,3,2,2,2,2,1,3,2,2,6,6,6,5,6,5,5,5,5,6,4,5,5,2,3,2,1,2,2,2,1,2,1,3,2,5,2,2,2,2,2,2,2,3,2,2,3,2,3,5,3,4,5.75,5.25,5.0,2.0,1.75,2.2,2.0,2.2,2.6666666666666665,4.0,-0.3333333333333333,-0.3333333333333333
S1-0446,Similar-product,2,34,Male,5,5,2,6,4,4,4,5,5,5,1,2,1,6,5,6,4,4,4,4,5,5,4,4,5,5,3,5,4,4,6,5,4,5,5,4,4,4,3,3,3,4,2,2,3,2,3,5,3,3,3,4,2,5,4,4,4,4,5,5,5,4,4,4,4.5,4.0,5.0,3.75,3.0,2.6,3.0,4.2,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0447,Superior-alternative,3,19,Female,6,4,4,5,4,4,4,5,5,5,2,2,2,6,5,6,6,7,6,5,5,5,5,5,4,5,5,5,4,5,2,2,2,2,2,6,5,6,7,5,5,4,5,6,5,5,5,3,3,3,4,3,4,4,5,4,4,4,5,6,5,3,4,3,4.75,4.75,2.0,6.0,4.75,5.2,3.4,4.2,5.333333333333333,3.3333333333333335,-0.3333333333333333,1.0
S1-0448,Unrelated,0,18,Female,6,6,4,4,5,3,7,3,4,5,1,2,2,2,2,2,2,2,2,2,1,2,4,4,5,5,4,5,5,5,5,6,6,5,6,2,1,2,2,2,1,2,2,2,3,2,2,6,2,4,3,3,2,2,2,2,3,1,4,4,4,5,4,5,4.5,4.75,5.6,1.75,1.75,2.2,2.8,2.0,4.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0449,Similar-product,2,32,Male,7,5,3,7,4,3,3,6,6,4,2,2,3,5,5,5,3,3,3,5,5,5,4,4,3,3,4,5,5,4,5,6,5,4,5,2,2,3,2,2,2,3,2,2,2,2,2,6,2,3,3,4,3,4,4,5,5,6,5,5,5,5,5,4,3.5,4.5,5.0,2.25,2.25,2.0,3.0,4.8,5.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0450,Similar-product,2,34,Female,5,4,2,5,3,5,6,5,5,5,1,1,2,6,6,6,4,4,3,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,2,5,4,3,5,3,4,4,4,4,4,5,5,6,4,4,4,4,4.25,4.5,4.0,3.5,3.25,2.8,3.8,4.2,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0451,Superior-alternative,3,25,Female,5,4,4,4,6,3,6,4,4,3,2,2,2,6,5,6,5,5,5,3,3,4,4,4,5,5,4,5,3,2,3,2,3,2,2,4,6,6,6,4,4,4,6,4,4,5,5,4,3,4,4,4,4,5,5,4,5,5,6,5,6,2,3,3,4.5,3.5,2.4,5.5,4.5,4.4,3.8,4.8,5.666666666666667,2.6666666666666665,-0.3333333333333333,1.0
S1-0452,Superior-alternative,3,26,Female,6,7,5,4,5,4,4,4,5,7,3,2,2,6,6,6,5,6,6,4,4,3,5,5,5,6,4,4,4,6,2,2,2,2,3,5,6,6,5,5,4,4,4,4,4,3,4,4,4,4,5,5,4,5,4,5,5,4,5,6,6,3,4,3,5.25,4.5,2.2,5.5,4.25,3.8,4.4,4.6,5.666666666666667,3.3333333333333335,-0.3333333333333333,1.0
S1-0453,Similar-product,2,36,Male,5,5,6,4,5,3,5,5,3,6,2,2,2,5,5,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,5,4,3,4,5,4,3,5,4,4,3,4,4,4,3,3,4,5,3,3,4,4,3,3,4,4,5,4,5,5,5,3,5,4,3.5,3.25,4.2,4.0,3.75,3.4,3.4,4.0,5.0,4.0,-0.3333333333333333,-0.3333333333333333
S1-0454,Similar-product,2,31,Female,6,5,4,5,3,4,4,4,4,5,2,1,2,5,5,6,4,3,4,5,5,5,5,5,5,7,6,5,6,6,4,4,4,4,3,3,4,4,4,3,3,3,4,3,3,3,3,5,1,2,2,2,3,5,4,5,4,4,4,5,4,4,4,2,5.5,5.75,3.8,3.75,3.25,3.0,2.0,4.4,4.333333333333333,3.3333333333333335,-0.3333333333333333,-0.3333333333333333
S1-0455,Unrelated,0,42,Female,5,5,2,4,5,4,6,4,4,4,2,2,1,1,2,2,2,1,2,3,2,3,4,5,4,5,4,6,5,4,5,6,5,5,6,3,2,2,3,3,3,2,2,1,1,2,1,7,3,2,4,3,4,3,3,2,2,2,4,5,5,4,5,4,4.5,4.75,5.4,2.5,2.5,1.2,3.2,2.4,4.666666666666667,4.333333333333333,-0.3333333333333333,-0.3333333333333333
S1-0456,Superior-alternative,3,31,Female,5,6,5,4,4,2,6,3,4,6,2,2,2,5,6,6,5,5,5,3,3,4,5,5,5,5,5,4,6,6,4,4,4,6,4,5,5,5,5,4,5,4,5,5,4,5,4,3,4,4,4,5,5,4,4,5,5,4,5,4,5,4,4,3,5.0,5.25,4.4,5.0,4.5,4.6,4.4,4.4,4.666666666666667,3.6666666666666665,-0.3333333333333333,1.0
S1-0457,Similar-product,2,18,Male,5,5,3,2,4,3,5,5,6,4,2,2,2,6,6,6,4,3,3,4,5,4,4,4,4,3,3,4,3,4,5,4,4,5,6,4,4,4,5,4,3,4,3,4,3,3,2,6,3,3,3,3,4,4,5,3,4,5,4,4,5,2,3,3,3.75,3.5,4.8,4.25,3.5,2.8,3.2,4.2,4.333333333333333,2.6666666666666665,-0.3333333333333333,-0.3333333333333333
S1-0458,Superior-alternative,3,37,Female,5,5,2,5,4,4,3,6,4,7,2,2,3,5,6,6,6,6,7,4,3,4,5,4,4,4,4,4,4,4,4,4,3,4,4,6,5,5,6,4,5,5,4,4,3,4,4,4,4,4,4,5,6,5,3,4,4,4,5,6,6,3,3,3,4.25,4.0,3.8,5.5,4.5,3.8,4.6,4.0,5.666666666666667,3.0,-0.3333333333333333,1.0
S1-0459,Superior-alternative,3,29,Female,4,6,3,5,4,1,5,5,6,6,2,1,2,4,5,5,6,6,6,5,4,4,5,4,4,3,4,3,3,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,3,3,3,4,4,4,3,4,3,4,3,4,3,5,5,5,5,3,4,4,4.0,3.5,4.2,4.25,4.25,3.4,3.6,3.8,5.0,3.6666666666666665,-0.3333333333333333,1.0
S1-0460,Unrelated,0,20,Female,6,5,4,6,7,3,5,6,4,2,2,2,1,2,2,2,2,2,2,2,2,3,6,5,5,7,6,5,7,7,5,5,5,6,5,3,3,3,2,3,3,3,2,2,2,3,2,7,3,1,1,1,2,2,2,3,2,2,3,3,3,4,6,4,5.75,6.25,5.2,2.75,2.75,2.0,1.6,2.2,3.0,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0461,Same-product,1,19,Female,5,5,3,4,5,1,3,4,4,4,5,4,6,6,6,6,2,3,2,6,6,6,4,4,5,4,5,4,4,4,6,5,6,5,5,2,3,2,1,2,2,3,2,3,1,2,2,4,4,4,5,4,4,6,6,5,5,6,3,4,5,3,2,3,4.25,4.25,5.4,2.0,2.25,2.4,4.2,5.6,4.0,2.6666666666666665,1.0,-0.3333333333333333
S1-0462,Superior-alternative,3,39,Female,5,5,4,4,4,4,4,3,3,3,2,2,2,7,6,6,5,6,6,3,4,4,6,5,7,6,5,5,5,5,3,4,4,3,1,6,5,6,6,5,5,5,6,5,5,6,6,3,4,3,3,3,4,5,4,4,4,4,5,6,4,3,3,2,6.0,5.0,3.0,5.75,5.25,5.4,3.4,4.2,5.0,2.6666666666666665,-0.3333333333333333,1.0
S1-0463,Similar-product,2,18,Male,6,6,4,4,3,2,5,5,5,4,1,2,2,7,7,7,4,3,4,5,6,5,4,5,5,5,5,3,5,5,4,3,4,5,4,4,4,4,4,3,3,4,3,3,3,4,3,5,5,4,3,5,4,5,6,6,5,6,6,6,7,4,5,5,4.75,4.5,4.0,4.0,3.25,3.2,4.2,5.6,6.333333333333333,4.666666666666667,-0.3333333333333333,-0.3333333333333333
S1-0464,Superior-alternative,3,35,Male,6,5,3,5,4,3,4,5,5,4,1,3,2,6,5,5,5,6,7,5,4,3,5,5,6,6,4,5,5,5,2,3,3,3,2,3,5,4,5,4,4,4,5,5,5,4,5,3,3,3,3,4,3,4,5,4,3,4,6,5,5,2,3,3,5.5,4.75,2.6,4.25,4.25,4.8,3.2,4.0,5.333333333333333,2.6666666666666665,-0.3333333333333333,1.0
S1-0465,Unrelated,0,22,Male,7,5,3,5,3,5,4,4,4,3,1,1,1,1,2,2,1,1,2,2,2,2,4,4,3,5,5,5,4,5,6,5,6,6,6,2,2,2,1,2,3,1,1,1,2,3,2,5,2,3,3,2,2,1,1,2,1,2,3,3,4,4,4,5,4.0,4.75,5.8,1.75,1.75,2.2,2.4,1.4,3.3333333333333335,4.333333333333333,-0.3333333333333333,-0.3333333333333333
